,Title,Published_date,Views,Favorite,Comments,Month
4801,ServiceNow Developer Training | ServiceNow WorkFlows | ServiceNow Developer Essentials | Edureka,20-12-2017,55963,0,40,Dec
4802,Top 10 Highest Paying Jobs In 2018 | Trending Technologies You Must Learn | @edureka!,18-12-2017,346784,0,119,Dec
4803,Raspberry Pi 3 Tutorial | Raspberry Pi 3 Projects | IoT Projects | IoT Tutorial | Edureka,15-12-2017,120580,0,42,Dec
4804,Splunk Architecture | Splunk Tutorial For Beginners | Splunk Training | Splunk Components | Edureka,14-12-2017,44181,0,17,Dec
4805,Full Stack Developer Tutorial | Full Stack Web Development Tutorial | Mean Stack Tutorial | Edureka,13-12-2017,53407,0,18,Dec
4806,Web Scraping With Python | Python Tutorial | Web Scraping Tutorial | Python Beautifulsoup | Edureka,12-12-2017,193945,0,145,Dec
4807,Top 10 Technologies To Learn In 2018 | Trending Technologies 2018 | @edureka!,11-12-2017,955290,0,981,Dec
4808,Top 10 Programming languages To Learn In 2018 | Programming Languages You Must Learn | @edureka!,08-12-2017,47148,0,65,Dec
4809,MEAN Stack Application Tutorial For Beginners - Part 3 | Heroku Deployment Tutorial | Edureka,07-12-2017,14473,0,21,Dec
4810,What's New In Angular 5 | Angular 5 New Features | Angular 5 Tutorial For Beginners | Edureka,04-12-2017,8597,0,8,Dec
4811,Power BI Tutorial For Beginners | Power BI Tutorial | Power BI Demo | Power BI Training | Edureka,30-11-2017,8046,0,5,Nov
4812,MEAN Stack Application Tutorial For Beginners - Part 2 | CRUD Application From Scratch | Edureka,29-11-2017,19158,0,16,Nov
4813,MEAN Stack Application Tutorial For Beginners - Part 1 | MEAN App From Scratch | Edureka,28-11-2017,45215,0,34,Nov
4814,Django Tutorial for Beginners | Python Django Web Framework | Python Tutorial | Edureka,27-11-2017,80441,0,43,Nov
4815,React Interview Questions and Answers | React Tutorial | React Redux Online Training | Edureka,24-11-2017,128257,0,57,Nov
4816,Angular 4 Forms - Part 2 |  Angular 4 Reactive Forms  | Angular 4 Form Validation | Edureka,23-11-2017,22976,0,32,Nov
4817,Raspberry Pi 3 Setup | Raspberry Pi 3 Installation | IoT Tutorial For Beginners | Edureka,22-11-2017,17864,0,16,Nov
4818,React Redux Tutorial | Redux Tutorial for Beginners | React Redux Training | Edureka,21-11-2017,57568,0,43,Nov
4819,ggplot2 Tutorial | ggplot2 In R Tutorial | Data Visualization In R | R Training | Edureka,20-11-2017,123038,0,136,Nov
4820,Angular in 3 Minutes | Angular: Superheroic JavaScript Framework | Why Learn Angular | Edureka,17-11-2017,38950,0,18,Nov
4821,Splunk in 60 Minutes | Splunk Tutorial For Beginners | Splunk Training | Splunk Tutorial | Edureka,16-11-2017,505258,0,91,Nov
4822,What is Blockchain & Why it Matters | Blockchain Job & Salary Trends | Blockchain Training | Edureka,15-11-2017,6908,0,10,Nov
4823,Elasticsearch Tutorial | Getting Started with Elasticsearch | ELK Stack Training | Edureka,14-11-2017,365048,0,62,Nov
4824,ServiceNow Developer Tutorial | ServiceNow Developer Training | ServiceNow Development | Edureka,13-11-2017,118706,0,38,Nov
4825,Angular 4 Forms - Part 1 | Angular 4 Form Validation | Angular 4 Template Driven Forms | Edureka,10-11-2017,38702,0,22,Nov
4826,Python OOPS Concepts | Python OOP Tutorial | Python Classes and Objects | Python Tutorial | Edureka,09-11-2017,289106,0,47,Nov
4827,Data Mining using R | Data Mining Tutorial for Beginners | R Tutorial for Beginners | Edureka,08-11-2017,157341,0,182,Nov
4828,IoT Tutorial for Beginners | Internet of Things (IoT) | IoT Training | IoT Technology | Edureka,07-11-2017,878196,0,240,Nov
4829,UiPath Selectors Tutorial | How UiPath Identifies Objects | UiPath Tutorial For Beginners | Edureka,06-11-2017,100028,0,45,Nov
4830,Angular 4 Services | Angular 4 Tutorial For Beginners | Angular 4 Services Example | Edureka,03-11-2017,14538,0,10,Nov
4831,UiPath Orchestrator | UiPath Tutorials | RPA Tutorial For Beginners | RPA Training | Edureka,02-11-2017,102707,0,45,Nov
4832,What Is Selenium | Selenium Tutorial For Beginner | Selenium Training | Selenium Tutorial | Edureka,01-11-2017,12537,0,2,Nov
4833,ServiceNow Ticketing Tool | Understanding Incident Management In ServiceNow | Edureka,31-10-2017,403950,0,152,Oct
4834,Redux Form | ReactJS Tutorial for Beginners | React Redux Tutorial | ReactJS Training | Edureka,30-10-2017,15991,0,7,Oct
4835,What Is ELK Stack | ELK Tutorial For Beginners | Elasticsearch Kibana | ELK Stack Training | Edureka,29-10-2017,243020,0,76,Oct
4836,Customer-Product Analysis With Tableau | Tableau Training For Beginners | Tableau Tutorial | Edureka,26-10-2017,27250,0,17,Oct
4837,Introduction to Python Programming for Beginners | Python Tutorial | Edureka,25-10-2017,11935,0,5,Oct
4838,Angular 4 Routing | Angular 4 Tutorial For Beginners | Angular 4 Routing Example | Edureka,24-10-2017,15742,0,15,Oct
4839,Power BI Dashboard | Power BI Tutorial For Beginners | Power BI Desktop Tutorial | Edureka,18-10-2017,7011,0,1,Oct
4840,RPA Automation Tutorial | RPA Training | RPA Tutorial For Beginners | Edureka,17-10-2017,14254,0,7,Oct
4841,React ES5 to ES6 | React ES5 vs ES6 | React Tutorial for Beginners | React online Training | Edureka,16-10-2017,3169,0,3,Oct
4842,Angular 4 Directives | Angular 4 Tutorial For Beginners | Angular 4 Directives Example | Edureka,13-10-2017,21960,0,11,Oct
4843,UiPath Tutorial For Beginners | RPA Tutorial For Beginners | UiPath Training Online | Edureka,10-10-2017,1130274,0,514,Oct
4844,Servicenow Tutorial For Beginners | Servicenow Administrator Training | Servicenow Basics | Edureka,09-10-2017,132907,0,27,Oct
4845,Big Data Hadoop Training | Twitter Analysis with Apache Hive | Hadoop Tutorial | Edureka,06-10-2017,25764,0,14,Oct
4846,Angular 4 Data Binding | Two Way Data Binding in Angular 4 | Angular 4 Tutorial | Edureka,05-10-2017,25823,0,11,Oct
4847,What Is DevOps? | Introduction To DevOps | DevOps Tools | DevOps Tutorial | DevOps Training |Edureka,04-10-2017,12617,0,23,Oct
4848,What is ServiceNow | ServiceNow Tutorial for Beginners | ServiceNow Administrator Training | Edureka,03-10-2017,537680,0,110,Oct
4849,Angular 4 Components | Angular 4 Tutorial For Beginners | Learn Angular 4 | Edureka,02-10-2017,25920,0,25,Oct
4850,What is Robotic Process Automation (RPA) | RPA Tutorial for Beginners | RPA Training | Edureka,29-09-2017,722877,0,399,Sep
4851,Cloud Computing Tutorial For Beginners | What is Cloud Computing | AWS Training | Edureka,28-09-2017,402379,0,135,Sep
4852,Angular 4 Installation and Project Structure  | Angular 4 Tutorial | Angular 4 Training | Edureka,28-09-2017,24761,0,22,Sep
4853,Angular 4 Tutorial | Learn Angular 4 from Scratch | Angular 4 Basics | Angular 4 Training | Edureka,27-09-2017,58069,0,14,Sep
4854,React Components Lifecycle | React Tutorial for Beginners | ReactJS Training | Edureka,26-09-2017,19438,0,12,Sep
4855,Convolutional Neural Network (CNN) | Convolutional Neural Networks With TensorFlow | Edureka,25-09-2017,339644,0,442,Sep
4856,Django Rest Framework | How to Create a RESTful API Using Django | Django Tutorial | Edureka,22-09-2017,333218,0,221,Sep
4857,Docker Swarm For High Availability | Docker Tutorial | DevOps Tutorial | Edureka,21-09-2017,59948,0,30,Sep
4858,AWS SysOps Tutorial | AWS SysOps Administrator Training | AWS Training | Edureka,19-09-2017,8730,0,9,Sep
4859,Informatica Tutorial | Learn Informatica In 60 Minutes | Informatica PowerCenter Training | Edureka,18-09-2017,246586,0,88,Sep
4860,TensorFlow Explained | Deep Learning Using TensorFlow | TensorFlow Tutorial | Edureka,14-09-2017,25731,0,16,Sep
4861,Blockchain Wallet | How To Create Blockchain Bitcoin Wallet | Blockchain Tutorial | Edureka,13-09-2017,32074,0,2,Sep
4862,Selenium Page Object Model Using Page Factory | Selenium Tutorial For Beginners | Edureka,12-09-2017,41885,0,8,Sep
4863,Power BI Dashboard | How To Create A Dashboard In Power BI Desktop | Power BI Tutorial | Edureka,11-09-2017,23487,0,4,Sep
4864,Power BI Training | Getting Started with Power BI | Power BI Tutorial | Power BI Overview | Edureka,07-09-2017,12399,0,5,Sep
4865,AWS Autoscaling | Autoscaling and Load Balancing in AWS | AWS Training | Edureka,06-09-2017,235762,0,134,Sep
4866,Blockchain Technology Explained | How Blockchain Technology Works | Blockchain Training | Edureka,06-09-2017,30933,0,10,Sep
4867,Docker Compose | Containerizing MEAN Stack Application | DevOps Tutorial | Edureka,04-09-2017,52463,0,20,Sep
4868,What Is React | ReactJS Tutorial for Beginners | ReactJS Training | Edureka,01-09-2017,6870,0,1,Sep
4869,Bitcoin Blockchain Explained | Understanding Bitcoin and Blockchain | Blockchain Training | Edureka,31-08-2017,7217,0,7,Aug
4870,What is Artificial Intelligence | Artificial Intelligence Tutorial For Beginners | Edureka,30-08-2017,152945,0,41,Aug
4871,What is Django | Django Tutorial for Beginners | Python Django Training | Edureka,29-08-2017,176604,0,100,Aug
4872,Blockchain 101 | What is Blockchain Technology | Blockchain Training  | Edureka,28-08-2017,22974,0,13,Aug
4873,What is Big Data | Big Data Analytics | Edureka,24-08-2017,110880,0,13,Aug
4874,Linux Administration Tutorial - Configuring A DNS Server In 10 Simple Steps | Edureka Live,23-08-2017,135617,0,50,Aug
4875,Recurrent Neural Networks (RNN) | RNN LSTM | Deep Learning Tutorial | Tensorflow Tutorial | Edureka,22-08-2017,191069,0,118,Aug
4876,Git Merge Conflict Tutorial | Resolving Merge Conflicts In Git | DevOps Training | Edureka,21-08-2017,124109,0,37,Aug
4877,Blockchain Training | Blockchain Tutorial for Beginners | Blockchain Technology | Edureka,21-08-2017,28322,0,7,Aug
4878,AWS IAM Tutorial | Identity And Access Management (IAM) | AWS Training Videos | Edureka,18-08-2017,259064,0,157,Aug
4879,React vs Angular 4 | Angular 2 vs React | React & Angular | ReactJS Training | Edureka,17-08-2017,6333,0,3,Aug
4880,AWS SysOps Administrator Training | AWS SysOps Tutorial | AWS Certified SysOps Admin | Edureka,16-08-2017,57745,0,25,Aug
4881,Top 10 Programming Languages | Programming Languages For Beginners | Computer Programming | Edureka,14-08-2017,12149,0,10,Aug
4882,Microsoft Azure Storage Overview | Microsoft Azure Training | Microsoft Azure Tutorial | Edureka,11-08-2017,54275,0,23,Aug
4883,Machine Learning In Python | Python Machine Learning Tutorial | Deep Learning Python | Edureka,10-08-2017,16426,0,10,Aug
4884,Data Driven Framework In Selenium Webdriver | Data Driven Testing | Selenium Tutorial | Edureka,08-08-2017,42160,0,4,Aug
4885,Introduction to Artificial Intelligence | Deep Learning | Edureka,07-08-2017,180392,0,58,Aug
4886,Blockchain in 3 Minutes | What is Blockchain | How Blockchain Works - Simply Explained | Edureka,04-08-2017,205553,0,24,Aug
4887,Azure Virtual Machine Tutorial - Part 2 | Azure Virtual Network Tutorial | Azure Training | Edureka,04-08-2017,10989,0,3,Aug
4888,Azure Virtual Network Tutorial - 1 | Azure Virtual Machine Tutorial | Azure Training | Edureka Live,03-08-2017,52953,0,21,Aug
4889,Dockerizing An Application | DevOps Tools | GIT Jenkins Docker | DevOps Tutorial | Edureka,01-08-2017,55987,0,33,Aug
4890,Blockchain Tutorial | Blockchain Technology | Blockchain Explained | Blockchain Training | Edureka,31-07-2017,442581,0,213,Jul
4891,Artificial Neural Network Tutorial | Deep Learning With Neural Networks | Edureka,28-07-2017,177826,0,127,Jul
4892,Python For Deep Learning - I | Python Basics | Python Tutorial | Python Training | Edureka Live,27-07-2017,16228,0,8,Jul
4893,Time Series In R | Time Series Forecasting | Time Series Analysis | Data Science Training | Edureka,26-07-2017,187608,0,193,Jul
4894,Azure Interview Questions And Answers | Azure Tutorial For Beginners | Azure Training | Edureka,25-07-2017,114893,0,18,Jul
4895,ReactJS Installation Tutorial | ReactJS Installation On Windows | ReactJS Tutorial | Edureka,24-07-2017,151668,0,40,Jul
4896,Linux Administration Training For Beginners | Linux Administration Tutorial Advanced | Edureka Live,20-07-2017,21914,0,18,Jul
4897,ReactJS Tutorial For Beginners | Learn React.js - React Crash Course | Edureka,20-07-2017,156327,0,227,Jul
4898,Azure Training For Beginners | Image Processing In Azure | Microsoft Azure Tutorial | Edureka Live,19-07-2017,19199,0,22,Jul
4899,Power BI Desktop Tutorial | Creating Dashboard In Power BI | Power BI Tutorial | Edureka,18-07-2017,17231,0,6,Jul
4900,What Is SAS | SAS Tutorial For Beginners | SAS Programming | SAS Training | Edureka,17-07-2017,566710,0,192,Jul
4901,Data Warehouse Interview Questions And Answers | Data Warehouse Tutorial | Edureka,14-07-2017,370923,0,199,Jul
4902,Spark Interview Questions and Answers | Apache Spark Interview Questions | Spark Tutorial | Edureka,13-07-2017,69329,0,23,Jul
4903,Salesforce Training Video For Beginners | Salesforce Admin 201 Training | Edureka Live,12-07-2017,32384,0,4,Jul
4904,Android Interview Questions And Answers | Android Tutorial | Android Online Training | Edureka,12-07-2017,94298,0,27,Jul
4905,Hadoop Administration Training | Hadoop Administration Tutorial | Hadoop Administration | Edureka,11-07-2017,44757,0,19,Jul
4906,AWS Training | Architecting A Website In 45 Minutes | AWS Tutorial for Beginners | Edureka,10-07-2017,17569,0,81,Jul
4907,Selenium Jenkins Integration | Selenium Tutorial For Beginner | Jenkins Tutorial | Edureka Live,06-07-2017,55215,0,33,Jul
4908,TensorFlow Tutorial | Deep Learning Using TensorFlow | TensorFlow Tutorial Python | Edureka,05-07-2017,427184,0,812,Jul
4909,AWS Interview Questions and Answers | Top AWS Interview Questions for Solutions Architect | Edureka,03-07-2017,253472,0,56,Jul
4910,Android Studio Tutorial For Beginners -2 | Android Development Tutorial | Android Training | Edureka,30-06-2017,105896,0,46,Jun
4911,Android Studio Tutorial For Beginners - 1 | Android Tutorial | Android App Development | Edureka,29-06-2017,1160307,0,185,Jun
4912,Python Interview Questions And Answers | Python Interview Preparation | Python Training | Edureka,28-06-2017,340816,0,39,Jun
4913,Data Warehouse Concepts | Data Warehouse Tutorial | Data Warehouse Architecture | Edureka,27-06-2017,299655,0,115,Jun
4914,Android Tutorial For Beginners | Android Studio Tutorial | Android App Development | Edureka,26-06-2017,45501,0,18,Jun
4915,Deep Learning For Beginners | Deep Learning Tutorial | Artificial Intelligence Part 2 | Edureka Live,23-06-2017,8317,0,5,Jun
4916,Microsoft Azure Certification | Microsoft Azure Tutorial | Azure Training | Edureka,23-06-2017,27705,0,7,Jun
4917,Data Warehouse Tutorial For Beginners | Data Warehouse Concepts | Data Warehousing | Edureka,22-06-2017,784216,0,217,Jun
4918,Microsoft Azure Training | Microsoft Azure Tutorial | Microsoft Azure Certification | Edureka,21-06-2017,34181,0,11,Jun
4919,Data Science Interview Questions | Data Science Tutorial | Data Science Interviews | Edureka,20-06-2017,265207,0,42,Jun
4920,SSRS Tutorial | SQL SERVER REPORTING SERVICES ( SSRS ) | MSBI Training Videos | Edureka,20-06-2017,232375,0,34,Jun
4921,Data Science Tutorial | Data Science For Beginners | What is Data Science? | Edureka,16-06-2017,58545,0,20,Jun
4922,SAS Programming For Beginners | SAS Programming Tutorial | SAS Tutorial | SAS Training | Edureka,15-06-2017,35190,0,6,Jun
4923,SSIS Tutorial For Beginners | SQL Server Integration Services (SSIS) | MSBI Training Video | Edureka,14-06-2017,695997,0,253,Jun
4924,Linux Interview Questions And Answers | Linux Administration Tutorial | Linux Training | Edureka,13-06-2017,721917,0,189,Jun
4925,Informatica Tutorial For Beginners | Informatica PowerCenter | Informatica Training | Edureka,12-06-2017,526448,0,109,Jun
4926,RStudio Tutorial For Beginners | RStudio Installation  | R Tutorial | R Training | Edureka,09-06-2017,190325,0,28,Jun
4927,SAS Tutorials For Beginners | SAS Training | SAS Tutorial For Data Analysis | Edureka,08-06-2017,155695,0,23,Jun
4928,Spring Interview Questions and Answers | Spring Tutorial | Spring Framework Training | Edureka,07-06-2017,235551,0,53,Jun
4929,QlikView Tutorial For Beginners | What Is QlikView | Qlikview Tutorial | QlikView Training | Edureka,06-06-2017,217697,0,42,Jun
4930,SAS Training | SAS Tutorials For Beginners | SAS Programming | SAS Online Training | Edureka,05-06-2017,17205,0,5,Jun
4931,Linux Training For Beginners | Linux Administration Tutorial | Introduction To Linux | Edureka,02-06-2017,108080,0,21,Jun
4932,Deep Learning Tutorial | Deep Learning Tutorial for Beginners | Neural Networks | Edureka,01-06-2017,144450,0,99,Jun
4933,What Is Spring Framework In Java | Spring Framework Tutorial For Beginners With Examples | Edureka,31-05-2017,128503,0,54,May
4934,Linux Tutorial For Beginners - 2 | Linux System Administration | Linux Training | Edureka,30-05-2017,227630,0,117,May
4935,MSBI Tutorials for Beginners | Business Intelligence Tutorial | Learn MSBI | MSBI Training | Edureka,30-05-2017,86594,0,26,May
4936,Naive Bayes Classifier Tutorial | Naive Bayes Classifier Example | Naive Bayes in R | Edureka,29-05-2017,77060,0,104,May
4937,Data Science Training | Introduction to Data Science | Data Science Certification | Edureka,26-05-2017,13573,0,2,May
4938,Linux Tutorial For Beginners - 1 | Linux Administration Tutorial | Linux Commands | Edureka,25-05-2017,1965012,0,409,May
4939,R Training | R Programming Language For Beginners | R Programming Training | Edureka,24-05-2017,25103,0,2,May
4940,Tableau Tutorial For Beginners -2 | Tableau Training For Beginners | Tableau Certification | Edureka,23-05-2017,16456,0,23,May
4941,Machine Learning Algorithms | Machine Learning Tutorial | Data Science Training | Edureka,22-05-2017,315035,0,98,May
4942,Python For Data Analysis | Python Pandas Tutorial | Learn Python | Python Training | Edureka,19-05-2017,406088,0,108,May
4943,Spring Framework Tutorial | Spring Tutorial For Beginners With Examples | Java Framework | Edureka,18-05-2017,628703,0,281,May
4944,R Programming For Beginners | R Language Tutorial | R Tutorial For Beginners | Edureka,18-05-2017,1049642,0,249,May
4945,Sentiment Analysis in R | Sentiment Analysis of Twitter Data | Data Science Training | Edureka,17-05-2017,56365,0,252,May
4946,R Tutorial For Beginners | R Programming Tutorial l R Language For Beginners | R Training | Edureka,16-05-2017,927889,0,308,May
4947,Changes Expected in Hadoop 3 | Getting to Know Hadoop 3 Alpha | Upcoming Hadoop 3 Features | Edureka,15-05-2017,6276,0,3,May
4948,Tableau Dashboard Tutorial | Tableau Training For Beginners | Tableau Tutorial | Edureka,15-05-2017,21675,0,52,May
4949,Microsoft Azure Tutorial For Beginners | Microsoft Azure Training | Edureka,12-05-2017,649632,0,97,May
4950,Logistic Regression in R | Machine Learning Algorithms | Data Science Training | Edureka,12-05-2017,154462,0,193,May
4951,Python RegEx | Python Regular Expressions Tutorial |  Python Tutorial | Python Training | Edureka,11-05-2017,219969,0,100,May
4952,What is Deep Learning | Deep Learning Simplified | Deep Learning Tutorial | Edureka,10-05-2017,258564,0,98,May
4953,Apache Hadoop Tutorial | Hadoop Tutorial For Beginners | Big Data Hadoop | Hadoop Training | Edureka,09-05-2017,545262,0,240,May
4954,Angular 4 Tutorial For Beginners | Angular 4 - What's New | Angular Training | Edureka,08-05-2017,134081,0,51,May
4955,What Is Java | Java Tutorial For Beginners | Learn Java | Java Online Training | Edureka,05-05-2017,72022,0,17,May
4956,Angular CLI Tutorial | Angular CLI Install | Angular Tutorial | Angular Training | Edureka,05-05-2017,6823,0,2,May
4957,Big Data Hadoop Tutorial | What is Big Data | Big Data Explained | Hadoop Training | Edureka,04-05-2017,5126,0,8,May
4958,Hadoop Training For Beginners | Hadoop Training Video | Hadoop Tutorial | Big Data Training |Edureka,02-05-2017,6924,0,6,May
4959,Salesforce Training Videos For Beginners | Salesforce Tutorial | Salesforce Training | Edureka,29-04-2017,24310,0,2,Apr
4960,Power BI Tutorial For Beginners | Introduction to Power BI | Power BI Training | Edureka,28-04-2017,826811,0,186,Apr
4961,Salesforce Developer Training Videos For Beginners | Salesforce Training Videos | Edureka,28-04-2017,382853,0,76,Apr
4962,What Is Hadoop | Hadoop Tutorial For Beginners | Introduction to Hadoop | Hadoop Training | Edureka,26-04-2017,174018,0,59,Apr
4963,Big Data Tutorial For Beginners | What Is Big Data | Big Data Tutorial | Hadoop Training | Edureka,25-04-2017,1184451,0,327,Apr
4964,AWS Lambda Tutorial | AWS Tutorial for Beginners | AWS Cloud | AWS Lambda | AWS Training | Edureka,24-04-2017,228115,0,120,Apr
4965,Informatica Training - 2 | Informatica PowerCenter Tutorial | Informatica Online Training | Edureka,20-04-2017,19247,0,7,Apr
4966,Salesforce Tutorial For Beginners | Introduction To Salesforce | Salesforce Training | Edureka,19-04-2017,178351,0,35,Apr
4967,Python Matplotlib Tutorial | Matplotlib Tutorial | Python Tutorial | Python Training | Edureka,19-04-2017,289216,0,120,Apr
4968,Node JS Express Tutorial | Express JS Tutorial For Beginners | Node.js +  ExpressJS | Edureka,18-04-2017,17340,0,1,Apr
4969,OpenStack Neutron | OpenStack Networking | OpenStack Tutorial | OpenStack Training | Edureka,17-04-2017,31472,0,39,Apr
4970,Linear Regression Algorithm | Linear Regression in R | Data Science Training | Edureka,17-04-2017,99957,0,103,Apr
4971,AWS Certifications in 15 Minutes | Which AWS Certification To Choose | AWS Training | Edureka,15-04-2017,130034,0,37,Apr
4972,Python Django Tutorial | Python Tutorial With Django Framework | Python Training | Edureka,14-04-2017,33401,0,14,Apr
4973,OpenStack Cloud Tutorial | What is OpenStack | OpenStack Tutorial | OpenStack Training | Edureka,14-04-2017,16563,0,17,Apr
4974,Tableau Tutorial For Beginners -1 | Tableau Training For Beginners | Tableau Certification | Edureka,13-04-2017,125363,0,111,Apr
4975,AWS vs Google Cloud | Difference between Amazon AWS and Google Cloud | AWS Training | Edureka,12-04-2017,117153,0,55,Apr
4976,Java API | Developing Restful APIs | Rest API In Java | Java Tutorial | Java Training | Edureka,12-04-2017,513801,0,137,Apr
4977,Random Forest Tutorial | Random Forest in R | Machine Learning | Data Science Training | Edureka,12-04-2017,115122,0,91,Apr
4978,Salesforce Interview Questions And Answers | Salesforce Tutorial | Salesforce Training | Edureka,11-04-2017,376949,0,99,Apr
4979,Python NumPy Tutorial | NumPy Array | Python Tutorial For Beginners | Python Training | Edureka,11-04-2017,546947,0,211,Apr
4980,What is Node.js | Node.js Tutorial for Beginners | Learn Node.js | Node.js Training | Edureka,11-04-2017,88651,0,21,Apr
4981,Java Training | Java Tutorial for Beginners | Java Programming | Java Certification | Edureka,10-04-2017,14402,0,7,Apr
4982,AWS CloudFormation Tutorial | AWS CloudFormation Demo | AWS Tutorial | AWS Training | Edureka,10-04-2017,196565,0,63,Apr
4983,Cloud Security Tutorial | Cloud Security Fundamentals | What is Cloud Security | Edureka,07-04-2017,139876,0,31,Apr
4984,MEAN Stack Application Tutorial | Build a MEAN Application From Scratch | MEAN Stack App | Edureka,07-04-2017,331241,0,385,Apr
4985,Machine Learning Python | Machine Learning Algorithms | Python Tutorial | Edureka,07-04-2017,197339,0,64,Apr
4986,Java Classes | Java Tutorial for Beginners | Java Classes and Objects | Java Training | Edureka,06-04-2017,92234,0,32,Apr
4987,AWS vs Azure | Difference Between Microsoft Azure and Amazon AWS | AWS Training | Edureka,06-04-2017,207270,0,105,Apr
4988,What Is OpenStack | OpenStack Tutorial For Beginners | OpenStack Training | Edureka,05-04-2017,285147,0,91,Apr
4989,Angular 2 Routing Tutorial | AngularJS vs Angular 2 Router | Angular Training | Edureka,05-04-2017,2827,0,1,Apr
4990,Python Lists | Python Tuples | Python Sets & Dictionary | Python Strings | Python Training | Edureka,05-04-2017,88107,0,48,Apr
4991,Selenium Grid Tutorial For Beginners | Selenium Tutorial | Selenium Training | Edureka,04-04-2017,69843,0,40,Apr
4992,OpenStack Tutorial For Beginners | OpenStack Tutorial | OpenStack Training | Edureka,04-04-2017,92984,0,41,Apr
4993,What's New in Angular 4 | Angular 4 Features | Angular 4 Changes | Angular 4 Tutorial |  Edureka,03-04-2017,8740,0,7,Apr
4994,Spark SQL Tutorial | Spark Tutorial for Beginners | Apache Spark Training | Edureka,03-04-2017,97325,0,24,Apr
4995,OpenStack Certification | Red Hat OpenStack Certification | OpenStack Training | Edureka,02-04-2017,5035,0,0,Apr
4996,Java Certification Tutorial | Java Tutorial For Beginners | Java Training | Edureka,01-04-2017,44299,0,10,Apr
4997,OpenStack Installation | OpenStack Tutorial For Beginners | OpenStack Training | Edureka,31-03-2017,113652,0,41,Mar
4998,Python Selenium | Python Selenium Webdriver Tutorial | Python Tutorial | Python Training | Edureka,31-03-2017,116670,0,47,Mar
4999,OpenStack Training | OpenStack Tutorial For Beginners | OpenStack Certification | Edureka,30-03-2017,12497,0,7,Mar
5000,Python Loops Tutorial | Python For Loop | While Loop Python | Python Training | Edureka,30-03-2017,247095,0,134,Mar
5001,Angular 2 Example | Angular 2 CRUD Application | Angular 2 Tutorial | Angular Training | Edureka,29-03-2017,61170,0,12,Mar
5002,Selenium Training | TestNG Framework For Selenium | Selenium Tutorial For Beginners | Edureka,28-03-2017,157226,0,64,Mar
5003,Java Interview Questions and Answers | Java Tutorial | Java Online Training | Edureka,27-03-2017,1615258,0,271,Mar
5004,Node.js Tutorial for Beginners | Node.js Web Application Tutorial | Node.js Training | Edureka,25-03-2017,55065,0,18,Mar
5005,Selenium Interview Questions and Answers For Freshers And Experienced | Selenium Interview | Edureka,25-03-2017,175845,0,44,Mar
5006,Angular 2 Training | Angular 2 Tutorial For Beginners | Angular Certification | Edureka,24-03-2017,13832,0,8,Mar
5007,Java Programming | Java Tutorial For Beginners | Java Training | Edureka,23-03-2017,31147,0,10,Mar
5008,Decision Tree Algorithm & Analysis | Machine Learning Algorithm | Data Science Training | Edureka,23-03-2017,100264,0,120,Mar
5009,Python Programming Language | Python Tutorial For Beginners | Python Training | Edureka,22-03-2017,28350,0,20,Mar
5010,Selenium IDE Tutorial For Beginners | What Is Selenium IDE? | Selenium Tutorial | Edureka,22-03-2017,41934,0,13,Mar
5011,Apache Spark Training | Spark Tutorial For Beginners | Apache Spark Certification | Edureka,21-03-2017,6643,0,9,Mar
5012,Selenium WebDriver Tutorial | Selenium Tutorial For Beginner | Selenium WebDriver Training | Edureka,21-03-2017,365456,0,133,Mar
5013,What is Apache Spark | Apache Spark Tutorial For Beginners | Apache Spark Training | Edureka,20-03-2017,10794,0,4,Mar
5014,AWS Certified Solutions Architect | AWS Tutorial for Beginners | AWS Training | Edureka,18-03-2017,63612,0,16,Mar
5015,What is AWS | AWS Certified Solutions Architect | AWS Tutorial for Beginners | Edureka,17-03-2017,54445,0,34,Mar
5016,Java Tutorial for Beginners | Java Programming Tutorial | Java Basics | Java Training | Edureka,15-03-2017,627314,0,255,Mar
5017,Selenium Tutorial For Beginners | What Is Selenium? | Selenium Automation Testing Tutorial | Edureka,14-03-2017,2228996,0,551,Mar
5018,What Is Salesforce CRM? | Salesforce CRM Tutorial For Beginners | Salesforce CRM Training | Edureka,14-03-2017,94506,0,8,Mar
5019,AWS Certification | AWS Architect Certification Training | AWS Tutorial | AWS Training | Edureka,11-03-2017,21046,0,7,Mar
5020,What is Cloud Computing | Cloud Computing Tutorial | AWS Tutorial | AWS Training | Edureka,10-03-2017,81751,0,18,Mar
5021,Amazon Cloud Tutorial for Beginners | Getting Started with AWS Cloud | AWS Training | Edureka,09-03-2017,24172,0,4,Mar
5022,Python Course | Python Programming | Python Tutorial | Python Training | Edureka,08-03-2017,27789,0,30,Mar
5023,DevOps Interview Questions and Answers | DevOps Jobs | DevOps Engineer | DevOps Training | Edureka,07-03-2017,256831,0,72,Mar
5024,Salesforce Certification | Salesforce Certifications & Careers | Salesforce Training Videos |Edureka,06-03-2017,16502,0,5,Mar
5025,Angular Directives | Angular 2 Custom Directives | Angular Tutorial | Angular Training | Edureka,03-03-2017,17233,0,4,Mar
5026,Salesforce Marketing Cloud Training | Salesforce Training For Beginners - Marketing Cloud | Edureka,03-03-2017,115450,0,16,Mar
